flanker_instruction.started,flanker_instruction.stopped,flanker_instruction_resp.keys,flanker_instruction_resp.rt,flanker_instruction_resp.started,flanker_instruction_resp.stopped,admin,participant,session,date,frameRate,
5.505545700000766,None,space,0.9835915999992721,5.505545700000766,None,1,1,1,2022-10-29_15h05.44.365,60.03810017831929,
